"","spp","disp","r2","beta_yr","se_yr","p_yr","park"
"297","KILL","-1.26223709690907","0.0311966812672408","-0.355958268196021","0.377970562664796","0.346314565118489","Golden Gardens Park"
"298","MALL","-1.64955946289076","0.0366437096366184","-0.125073462852375","0.0708346067441829","0.0774443024388132","Golden Gardens Park"
"299","NOFL","-0.879604920835154","0.00399534973872684","0.059760669500152","0.104719882463083","0.568222230645741","Golden Gardens Park"
"300","NSHO","-1.07343386055416","0.0160112362809116","-0.148049966777402","0.144036002824323","0.304012026465405","Golden Gardens Park"
"301","OCWA","-0.985398366839984","0.00186838748527207","0.0644521686100704","0.200796592457193","0.748223741933942","Golden Gardens Park"
"302","OLGU","4.52521449220555","0.310188548762372","0.854284261144497","0.112803450958728","3.64112036584878e-14","Golden Gardens Park"
"303","OSPR","-1.39641557487367","0.0157518758692373","0.188747715221877","0.218301399702538","0.387247494628305","Golden Gardens Park"
"304","PAWR","-0.964944792886791","0.254255242443883","-0.50724737738455","0.0991918483495776","3.15739917535529e-07","Golden Gardens Park"
"305","PISI","0.215724406568711","0.00951139981765914","-0.132063921118205","0.149299080188706","0.376394253142897","Golden Gardens Park"
"306","PIWO","-0.064684563261451","0.0149039914799926","0.246140259050563","0.315501816245819","0.435299758803043","Golden Gardens Park"
"307","RBGU","-1.38079866939534","0.0993199404413462","-0.468092522570868","0.210144902261784","0.0259155427889678","Golden Gardens Park"
"308","RBME","-0.939114857990541","0.258050366631491","-0.667554669459271","0.146170381519039","4.94842196676528e-06","Golden Gardens Park"
"309","RBNU","-0.420418399100533","0.000421587910415577","0.0235824829820472","0.126072702035611","0.851617798053853","Golden Gardens Park"
"310","RCKI","-0.797511638373809","0.00156015336127746","0.0487707592870853","0.151071280804151","0.746821897644417","Golden Gardens Park"
"311","RHAU","-1.25221706454146","0.231020308490677","0.93978065528855","0.325488855237896","0.00388576133227638","Golden Gardens Park"
"312","RNGR","-1.03312931584006","0.371381155448968","-0.974276394303097","0.188326660950738","2.29955539559637e-07","Golden Gardens Park"
"313","ROPI","-1.51619994448832","7.97959285551153e-05","0.00541237857488691","0.0644516664139343","0.933075693239311","Golden Gardens Park"
"314","RWBL","0.042578463866688","0.556745593480649","-1.37184005932317","0.174883035844356","4.35274778635081e-15","Golden Gardens Park"
"315","SBIG","-0.799789711619941","0.00205156241311288","-0.0629923858864212","0.177279603981384","0.722343971080242","Golden Gardens Park"
"316","SOSP","-0.953340834736521","0.404926938027853","0.504844415684","0.0629069230462215","1.01311107500309e-15","Golden Gardens Park"
"317","SPTO","-0.998818721440084","0.000117597069746234","-0.00902381112901369","0.0899437073400118","0.920084468504805","Golden Gardens Park"
"318","STJA","-1.1822054891517","0.0177279948965542","0.222700133173237","0.257887339435647","0.387831899558335","Golden Gardens Park"
"319","SUSC","-1.03144901117605","0.10572071962115","-0.571678344918232","0.263252831509435","0.0298862783274964","Golden Gardens Park"
"320","VATH","-1.24577375139928","0.0437243083678457","-0.404547668247847","0.342933554145586","0.238132369080783","Golden Gardens Park"
"321","VGSW","-0.799910379820002","0.312206805170003","-1.13015800957668","0.295156938581358","0.000128661302333647","Golden Gardens Park"
"322","WAVI","-0.770670387492319","0.0780631029211361","0.536642677905684","0.29974497006277","0.0734007338001751","Golden Gardens Park"
"323","WCSP","-1.04312867757402","0.118727144688874","-0.36765186140614","0.117006903059686","0.00167718843260938","Golden Gardens Park"
"324","WEFL","-0.85535421810432","0.274206713350514","0.902809588791705","0.232476788436667","0.000102989083055552","Golden Gardens Park"
"325","WEGR","-1.45877734813346","0.30362393576921","-1.42605216532133","0.550131564450945","0.009536374756062","Golden Gardens Park"
"326","WEGU","-1.40423122600682","0.0991546423821269","-0.421105404469697","0.178446949623717","0.0182830519539392","Golden Gardens Park"
"327","WIWA","-1.05489524957671","0.0108853599589223","0.140558365414647","0.172477192319685","0.415107311511334","Golden Gardens Park"
"328","YEWA","-1.20064059401738","0.0261998283509505","-0.360336973034294","0.478176279595254","0.451110385736613","Golden Gardens Park"
"329","YRWA","-0.64898115084617","0.0206919955127449","0.214141075158967","0.189769057805754","0.259138414601971","Golden Gardens Park"
"330","AMCO","-0.376103278602377","0.210973913260562","-0.686626240629559","0.166005526162613","3.53158358358204e-05","Lake Forest Park"
"331","AMCR","-1.10641071114183","0.000449304061887701","0.0246892824968314","0.142438865224374","0.862390090643116","Lake Forest Park"
"332","AMWI","-1.11645135287907","0.0559256880862348","0.290722365956364","0.150130219377414","0.0528104078693505","Lake Forest Park"
"333","BAEA","-1.16630331602238","0.090011372474154","-0.502401321586849","0.245249040789571","0.0405075752082003","Lake Forest Park"
"334","BARS","-1.46803281774676","0.331396576755195","-1.03024048000148","0.249934992255194","3.75542120026672e-05","Lake Forest Park"
"335","BEKI","-0.519505764646842","0.000893955444571937","0.0546579320856942","0.267766171799544","0.838255344889906","Lake Forest Park"
"336","BUFF","-1.439360448016","0.0357241037375966","-0.213739347358778","0.14206714326702","0.132453886187705","Lake Forest Park"
"337","CAGU","-1.25595476377638","0.0563455820457291","-0.476710068260954","0.370425486824601","0.198120196623334","Lake Forest Park"
"338","CANG","-1.18319546708905","0.014537524373738","-0.161945617400729","0.177668574599931","0.362029876087878","Lake Forest Park"
"339","CATE","-0.671988915632659","0.169396658580814","0.95214515088238","0.43277260579207","0.0277994499899978","Lake Forest Park"
"340","COME","-0.800018690415278","0.0138937330634652","0.196409998798485","0.230554499058331","0.394268101641294","Lake Forest Park"
"341","DCCO","-0.969684500103616","0.295640525548371","-0.868335019928548","0.190976609213489","5.44642263010141e-06","Lake Forest Park"
"342","EUST","-1.0613027372525","0.197288333065002","-0.949893475836628","0.367444098075857","0.00973402016552662","Lake Forest Park"
"343","GADW","-0.935709480681723","0.0418889072105113","-0.251021961827429","0.142705296167103","0.0785735263101483","Lake Forest Park"
"344","GBHE","-0.748566450363564","0.0168705443888191","0.23017235879455","0.261330414677508","0.378441555014995","Lake Forest Park"
"345","GRSC","-0.415020870441348","0.0551020808691189","-0.426539656654515","0.240376496517926","0.0759862824584009","Lake Forest Park"
"346","GWGU","-0.985429766083484","2.85086355491515e-05","-0.00734797615683854","0.175582105129892","0.966618888339109","Lake Forest Park"
"347","GWTE","-1.14769111553679","0.194811662421714","-1.08672677294177","0.492909135937593","0.0274737284635075","Lake Forest Park"
"348","HOSP","-1.07966952545819","0.00374097817754782","-0.126664002542341","0.389236625841806","0.744865904137938","Lake Forest Park"
"349","KILL","-0.516753178015227","0.00657356347357718","-0.100371869541001","0.137233327625332","0.464537473994633","Lake Forest Park"
"350","LESC","-0.931944906689721","0.0984953089281148","-0.649841896912804","0.355140592210807","0.0672774747102104","Lake Forest Park"
"351","MALL","-1.03706137727976","0.027290356674775","0.238713004563318","0.191622209720934","0.212856887114154","Lake Forest Park"
